id,name,host_id,host_name,neighbour_hood_info,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
294353,Williamsburg HUGE SUNNY next2train!,430188,Pam,"Brooklyn,Williamsburg",40.70686,-73.95365,Private room,135,28,84,2/16/2019,1.12,6,310
294490,Loft Suite @ Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73857,-73.95299,Entire home/apt,199,3,54,6/10/2019,0.61,28,60
294717,Modern apartment w/ gorgeous view,1523610,Marissa,"Brooklyn,Williamsburg",40.71095,-73.95239,Private room,125,3,17,5/20/2015,0.19,1,0
295231,"Sunny, clean br available",1387286,Felicia,"Brooklyn,Williamsburg",40.70918,-73.94881,Private room,60,7,1,3/24/2014,0.02,2,0
295379,Have Whole Apt! Prime Williamsburg!,1525761,Ric,"Brooklyn,Williamsburg",40.71685,-73.96573,Entire home/apt,85,1,73,6/19/2019,0.89,1,0
295998,Panoramic View Central Park & NYC,568585,Alan,"Manhattan,Upper West Side",40.7909,-73.96762,Entire home/apt,300,3,36,5/1/2019,0.47,1,29
296345,E Williamsburg Apartment with Yard,496164,Todd,"Brooklyn,Williamsburg",40.71143,-73.94159,Private room,75,2,98,5/31/2019,1.07,2,264
296361,Nice Private Room Beauty in Queens,1528912,Weiwei,"Queens,Elmhurst",40.737,-73.87444,Private room,55,1,63,5/18/2019,0.89,2,341
296658,Sublet in Brooklyn/Lefferts Gardens,1530106,Glenn,"Brooklyn,Crown Heights",40.66469,-73.96091,Private room,44,5,2,9/21/2017,0.09,1,0
296717,"Cozy Corner, Bedford Ave  Brooklyn!",1530310,Jacques,"Brooklyn,Bedford-Stuyvesant",40.68855,-73.95405,Private room,55,5,18,10/10/2018,0.2,3,0
296844,"HISTORIC WILLIAMSBURG, BKLYN #1",839679,Brady,"Brooklyn,Williamsburg",40.71653,-73.95554,Private room,30,3,24,12/4/2013,0.28,3,0
297611,Inexpensive apartment in exchange for cat-care,997124,Alison,"Brooklyn,Fort Greene",40.69309,-73.97074,Private room,35,3,1,5/13/2018,0.07,1,0
297962,"Private room in 2 br Apt, Wburg, BK",1535987,Sergio,"Brooklyn,Williamsburg",40.70638,-73.96627,Private room,70,1,2,1/2/2018,0.05,1,363
298073,"Bright, Airy Williamsburg Apt",1536533,Irina,"Brooklyn,Williamsburg",40.71629,-73.95786,Entire home/apt,130,14,23,11/8/2016,0.25,1,25
298759,Large Double Room  Queenbed Wifi,1539749,Edward,"Brooklyn,Bedford-Stuyvesant",40.68622,-73.94675,Private room,52,2,93,7/7/2019,1.12,4,0
298854,"Low$pacious in Williamsburg, Bklyn",1412944,Jason,"Brooklyn,Williamsburg",40.71635,-73.94609,Private room,75,3,0,,,1,358
299062,1 Bdrm in 2 Bdrm Apt in Upper East Lux Drmn Bldng,236421,Jessica,"Manhattan,Upper East Side",40.77272,-73.95307,Private room,190,3,0,,,2,0
299078,Charming 1BD in SoHo,787261,L,"Manhattan,SoHo",40.72509,-74.00304,Entire home/apt,250,5,152,6/23/2019,1.69,1,109
299531,Feel like you never leave your home,1220404,Tom,"Brooklyn,East New York",40.66795,-73.89232,Entire home/apt,100,1,119,6/30/2019,1.39,2,289
299699,Sunny apartment  in Greenpoint,1557998,Eliza,"Brooklyn,Greenpoint",40.72582,-73.95843,Entire home/apt,130,4,9,4/2/2018,0.1,1,188
301034,Furnished Bedroom with private half bath,1550578,Ron,"Manhattan,Harlem",40.80637,-73.95433,Private room,140,2,44,6/26/2019,0.49,1,260
302057,Sunny private room featured in film,1555897,Alice,"Brooklyn,Flatbush",40.64387,-73.96855,Private room,75,2,158,1/2/2019,1.77,1,168
302758,Sunny 1BR East Harlem Apartment,8605,Dimitry,"Manhattan,East Harlem",40.7968,-73.93611,Entire home/apt,150,7,12,3/26/2016,0.14,1,0
303345,The best studio in town,1561505,Ibrahima,"Manhattan,East Harlem",40.79596,-73.94463,Entire home/apt,90,3,51,5/4/2019,0.57,1,311
303462,Fully Furnished 1B/1BTH UWS GEM  1 YR Sublease,1562045,Antonio,"Manhattan,Upper West Side",40.78012,-73.98439,Entire home/apt,295,1,0,,,1,146
304799,Penthouse Studio by Central Park,185753,Carolyn,"Manhattan,Upper West Side",40.77508,-73.9799,Entire home/apt,150,2,11,6/9/2019,0.13,1,2
305211,Your Own 2 Br Apt Bedford and Grand,1570170,Kristina,"Brooklyn,Williamsburg",40.71532,-73.96064,Entire home/apt,180,3,236,6/18/2019,2.74,2,242
306702,Spacious + Sunny Studio in Ft. Greene Brooklyn!,1577493,Tina,"Brooklyn,Fort Greene",40.68786,-73.97421,Private room,135,3,16,9/1/2018,0.18,1,0
306799,2 rooms; private entrance & bath!,1577961,Oona,"Brooklyn,Bushwick",40.70793,-73.91987,Private room,65,5,123,2/28/2019,1.42,1,46
309342,Giant Sunny Bedroom & Private Bath in my Apartment,1586945,Ben,"Manhattan,Upper West Side",40.79044,-73.97513,Private room,99,3,14,8/19/2015,0.22,1,365
310220,Prime location! Backyard & outdoor shower! Unique!,1590548,Magdalena,"Brooklyn,Greenpoint",40.72668,-73.95762,Private room,149,14,65,12/30/2018,0.73,1,364
310272,"Private Room in Artist's Home, Stapleton, SI",1390555,Jonathan,"Staten Island,Clifton",40.62318,-74.07848,Private room,59,1,50,6/3/2019,0.56,1,352
310325,Large Sunny Bedroom with Bay Window,745069,Kimberly,"Manhattan,Harlem",40.82286,-73.94596,Private room,75,3,33,6/10/2019,0.39,3,301
310338,Harlem/Hamilton Heights Sunny Room,745069,Kimberly,"Manhattan,Harlem",40.82451,-73.94457,Private room,75,3,30,1/1/2019,0.35,3,322
310524,Clinton Hill Duplex near Pratt w/Balcony!,1597481,Mary,"Brooklyn,Bedford-Stuyvesant",40.69348,-73.95927,Private room,75,3,13,1/31/2019,0.15,1,298
310796,"Sunny 1 BR, West 80s & Central Park",1385157,Brian,"Manhattan,Upper West Side",40.78443,-73.97399,Entire home/apt,109,30,18,6/7/2019,0.2,5,285
311003,"2 BD / 2BA WITH GARDEN, SLEEPS 6",72747,Karen,"Brooklyn,Crown Heights",40.67679,-73.95639,Entire home/apt,225,4,1,4/21/2013,0.01,1,342
311343,COMFORTABLE ROOM,1601664,Junior,"Manhattan,East Harlem",40.79107,-73.94381,Private room,86,3,216,5/14/2019,2.44,1,250
311356,Charming Ridgewood Soulful  Walk-Up,142147,Richard,"Queens,Ridgewood",40.70215,-73.91139,Private room,52,2,98,5/1/2019,1.09,1,326
312429,"Comfortable, well-appointed room",1606222,P,"Brooklyn,Prospect Heights",40.67339,-73.96519,Private room,100,2,61,6/2/2019,0.86,1,90
313890,2ND AVENUE OFF HOUSTON/LOFTLIKE STU,1613244,Ariel,"Manhattan,Lower East Side",40.72209,-73.99274,Entire home/apt,99,30,13,4/23/2019,0.34,9,289
314982,Share in NYC's trendy East Village,1617817,Chris,"Manhattan,East Village",40.73171,-73.98717,Private room,89,3,136,7/1/2019,1.52,1,193
316238,Historic Brooklyn 2-Bedroom Apt,279078,Andrew & Markus,"Brooklyn,Bedford-Stuyvesant",40.69213,-73.951,Entire home/apt,135,2,39,6/9/2019,0.47,2,293
317838,APT W/ OUTDOOR SPACE!! LONG TERM RENTAL PREFERRED!,1631400,Sean And Kiana,"Manhattan,West Village",40.73237,-74.00608,Entire home/apt,199,14,65,7/1/2019,0.73,1,155
317905,Come and go as  you please in BKLN!,1631733,Jane,"Brooklyn,Kensington",40.64354,-73.97777,Entire home/apt,89,3,62,1/2/2019,0.71,1,189
318021,Room in Huge 1200sf W Harlem Suite,1632149,Michael,"Manhattan,Harlem",40.80343,-73.9531,Private room,110,3,47,6/30/2019,0.57,1,248
318187,"Huge, Sunny, Open Loft in Brooklyn",1633100,Ana,"Brooklyn,Bushwick",40.70462,-73.9228,Entire home/apt,120,2,42,6/20/2019,0.48,1,238
319724,Cozy Nook in Heart of Williamsburg,1639120,Jason,"Brooklyn,Williamsburg",40.71394,-73.96267,Private room,59,3,207,6/16/2019,2.29,2,284
319798,Peaceful Room...,9647066,Maria Luiza,"Brooklyn,Bay Ridge",40.6339,-74.02035,Private room,49,4,72,7/3/2019,0.81,2,343
319844,Cute Room in Historic Loft!,1639884,Nora,"Brooklyn,Greenpoint",40.73028,-73.95927,Private room,79,14,22,5/2/2019,0.25,1,268
320865,Harlem on the Range,1643782,Katy,"Manhattan,Harlem",40.8076,-73.94433,Entire home/apt,135,30,25,3/31/2019,0.28,1,249
320876,Amazing Park Slope Duplex with Deck,516347,Lillian,"Brooklyn,South Slope",40.66485,-73.98343,Entire home/apt,185,2,215,6/30/2019,2.42,1,291
320877,Entire 2 Bedroom Apartment in Williamsburg,1366194,Fabiana,"Brooklyn,Williamsburg",40.71279,-73.95852,Entire home/apt,225,4,26,6/24/2017,0.73,1,0
321014,Big Bright E Village 2BR (Baby Nursery),1644452,Erin,"Manhattan,Gramercy",40.73294,-73.98282,Entire home/apt,245,5,18,1/2/2018,0.21,1,0
321136,Private Manhattan Studio on Harlem/Heights Border,1644999,Candice,"Manhattan,Washington Heights",40.83456,-73.9457,Entire home/apt,115,3,18,12/31/2018,0.21,1,31
322037,"Luxury Williamsburg, Brooklyn LOFT",1649300,James,"Brooklyn,Williamsburg",40.72091,-73.95814,Entire home/apt,325,2,320,7/7/2019,3.6,1,0
322604,Artist Loft-McCarren Park-Williamsburg-BrooklynNYC,1651591,Todd,"Brooklyn,Williamsburg",40.71819,-73.95414,Private room,95,2,160,7/2/2019,1.8,2,79
322974,Chelsea/Meat Packing  Artist Space!,1610852,Amanda,"Manhattan,West Village",40.73887,-74.00342,Private room,120,2,78,2/8/2019,1.22,1,0
323706,Elegant Spacious Family Townhouse,6064192,Ted And Diane,"Manhattan,Upper West Side",40.77892,-73.98238,Entire home/apt,499,30,64,8/3/2018,0.72,1,157
324115,Large Master Bedroom - Williamsburg,1639120,Jason,"Brooklyn,Williamsburg",40.71336,-73.96192,Private room,75,2,219,6/19/2019,2.44,2,277
324517,Central Park Fifth Av MET Museum,1660724,S,"Manhattan,Upper East Side",40.77688,-73.96177,Private room,109,1,66,12/10/2017,0.94,1,353
324800,Real Williamsburg Artist Loft,1661965,Mathias,"Brooklyn,Williamsburg",40.71368,-73.94478,Entire home/apt,160,3,25,12/22/2018,0.29,1,0
325429,Lovely Upper East Yorkville 1 BDRM,92788,Sara,"Manhattan,Upper East Side",40.7761,-73.95265,Entire home/apt,219,4,102,6/28/2019,1.15,2,280
326832,Cozy Upper East Side Studio,668564,Nitzan,"Manhattan,Upper East Side",40.77471,-73.95574,Entire home/apt,159,2,32,6/23/2019,0.47,1,7
326956,"Large Cozy Room #2, Landmark Home 1 Block to PRATT",51038,Erica,"Brooklyn,Clinton Hill",40.68625,-73.96446,Private room,180,3,15,4/22/2019,0.18,6,266
327521,"Lovely studio in East Village, NY",82896,Esther,"Manhattan,East Village",40.725,-73.98851,Entire home/apt,150,5,1,11/16/2015,0.02,1,0
327778,NYC Summer Discount  1 BR Gramercy Apt,1675255,Jill,"Manhattan,Kips Bay",40.74016,-73.97665,Entire home/apt,106,3,12,6/30/2019,0.14,1,271
328040,"Awesome views, Central location",1676487,Robyn,"Manhattan,Midtown",40.75023,-73.98293,Entire home/apt,299,10,19,6/11/2019,0.27,1,101
328693,Spacious Manhattan Apartment near Central Park,1013131,Joseph,"Manhattan,Upper West Side",40.78867,-73.96809,Entire home/apt,179,3,297,6/24/2019,3.37,1,205
328744,Entire Apt: Sunny 2bd! 15min to NYC,890215,Duane,"Brooklyn,Crown Heights",40.66604,-73.95914,Entire home/apt,165,3,12,7/7/2019,0.13,1,343
329064,Your Historic House in Brooklyn,1680375,Marc,"Brooklyn,Flatbush",40.63593,-73.96076,Entire home/apt,500,4,9,1/2/2017,0.11,1,0
329310,Creative Director's Chinatown Loft,1681546,Todd,"Manhattan,Chinatown",40.71638,-73.99167,Entire home/apt,250,15,9,5/14/2016,0.1,1,190
329385,"HOSTING YOUR COZY,  ECLECTIC MILIEU FOR NYC VISIT",312288,Paula,"Manhattan,Inwood",40.86658,-73.92558,Private room,87,7,46,5/25/2019,0.62,2,310
333189,Charming private room in New-York,1697784,Jonathan,"Brooklyn,Williamsburg",40.71179,-73.96449,Private room,79,4,42,6/24/2019,0.47,2,52
333323,Cozy bedroom near Times Square,1698391,Pat,"Manhattan,Hell's Kitchen",40.76186,-73.99165,Private room,75,2,118,7/1/2019,2.11,3,312
334607,Artist's Flat in Historic Building #10263,52043,Patrick,"Brooklyn,Williamsburg",40.71417,-73.95917,Entire home/apt,200,30,53,5/3/2019,0.6,1,0
334781,Queen size sofa bed in Harlem,547177,Chryslaine,"Manhattan,Harlem",40.82772,-73.93877,Private room,80,1,15,6/24/2019,0.21,1,329
335797,Bklyn 6 Beds 1 Bathroom Rental 2,1709216,Steve And Heather,"Brooklyn,East Flatbush",40.63602,-73.94607,Entire home/apt,115,3,64,5/11/2019,0.72,4,333
335819,Bklyn 4 Beds 1 Bathroom Rental 3,1709216,Steve And Heather,"Brooklyn,East Flatbush",40.63759,-73.9459,Entire home/apt,115,3,51,4/27/2019,0.58,4,327
