Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source
50,Current employee,Non-Travel,881,Research & Development,2,4,Life Sciences,1,4773,128228,2,Female,50,3,1,Sales Representative,2,Divorced,2789,3909,8,Y,No,11,3,3,80,1,2,5,2,2,2,2,2,Company Website
31,Current employee,Travel_Frequently,444,Sales,5,3,Life Sciences,1,4774,128229,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,8,Y,No,11,3,3,80,1,2,5,2,2,2,2,2,Company Website
31,Current employee,Travel_Frequently,444,Sales,5,3,Marketing,1,4775,128230,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2,Company Website
31,Current employee,Travel_Frequently,444,Sales,5,3,Life Sciences,1,4776,128231,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,8,Y,No,11,3,3,80,1,2,5,2,2,2,2,2,Company Website
50,Current employee,Non-Travel,881,Research & Development,2,4,Life Sciences,1,4777,128232,2,Female,50,3,1,Sales Representative,2,Divorced,2789,3909,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2,Company Website
50,Current employee,Non-Travel,881,Research & Development,2,4,Life Sciences,1,4778,128233,2,Female,50,3,1,Sales Representative,2,Divorced,2789,3909,8,Y,No,11,3,3,80,1,2,5,2,2,2,2,2,Company Website
26,Voluntary Resignation,Travel_Rarely,950,Sales,4,4,Marketing,1,4779,128234,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Company Website
39,Current employee,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,4780,128235,2,Male,50,2,2,Sales Executive,4,Single,5828,8450,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Company Website
39,Current employee,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,4781,128236,2,Male,50,2,2,Sales Executive,4,Single,5828,8450,4,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Company Website
26,Voluntary Resignation,Travel_Rarely,950,Sales,4,4,Life Sciences,1,4782,128237,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,5,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Company Website
26,Voluntary Resignation,Travel_Rarely,950,,4,4,Marketing,1,4783,128238,4,Male,48,2,2,Sales Executive,4,Single,5828,21813,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Company Website
26,Voluntary Resignation,Travel_Rarely,950,Sales,4,4,Life Sciences,1,4784,128239,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,5,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Seek
39,Current employee,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,4785,128240,2,Male,50,2,2,Sales Executive,4,Single,5828,8450,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Company Website
39,Current employee,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,4786,128241,2,Male,50,2,2,Sales Executive,4,Single,5828,8450,4,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Company Website
39,Current employee,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,4787,128242,2,Male,50,2,2,Sales Executive,4,Single,5828,8450,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Company Website
39,Current employee,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,4788,128243,2,Male,50,2,2,Sales Executive,4,Single,5828,8450,4,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Company Website
26,Voluntary Resignation,Travel_Rarely,950,Sales,4,4,Life Sciences,1,4789,128244,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,5,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Company Website
26,Voluntary Resignation,Travel_Rarely,950,Sales,4,4,Marketing,1,4790,128245,4,Male,48,2,2,Sales Executive,4,Single,5828,21813,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Company Website
26,Voluntary Resignation,Travel_Rarely,950,Sales,4,4,Life Sciences,1,4791,128246,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,5,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Seek
39,Current employee,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,4792,128247,2,Male,50,2,2,Sales Executive,4,Single,5828,8450,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Company Website
37,Current employee,Travel_Frequently,889,Research & Development,9,3,Medical,1,4793,128248,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Company Website
32,Voluntary Resignation,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,4794,128249,2,Male,50,3,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Company Website
37,Current employee,Travel_Frequently,889,Research & Development,9,3,Medical,1,4795,128250,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,3,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Company Website
32,Voluntary Resignation,Travel_Rarely,374,Research & Development,25,4,Technical Degree,1,4796,128251,2,Male,50,3,1,Research Scientist,4,Married,2326,11411,4,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Company Website
32,Voluntary Resignation,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,4797,128252,2,Male,50,3,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Company Website
32,Voluntary Resignation,Travel_Rarely,374,Research & Development,25,4,Technical Degree,1,4798,128253,2,Male,50,3,1,Research Scientist,4,Married,2326,11411,4,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Company Website
37,Current employee,Travel_Frequently,889,Research & Development,9,3,Medical,1,4799,128254,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Company Website
37,Current employee,Travel_Frequently,889,Research & Development,9,3,Medical,1,4800,128255,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,3,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Company Website
32,Voluntary Resignation,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,4801,128256,2,Male,50,3,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Company Website
37,Current employee,Travel_Frequently,889,Research & Development,9,3,Medical,1,4802,128257,2,Male,53,3,2,Sales Executive,4,Single,4908,24252,1,Y,No,14,3,3,80,0,1,4,1,1,0,0,0,Company Website
32,Voluntary Resignation,Travel_Rarely,374,Research & Development,25,4,Technical Degree,1,4803,128258,2,Male,50,3,1,Research Scientist,4,Married,2326,11411,4,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Company Website
32,Voluntary Resignation,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,4804,128259,2,Male,50,3,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Company Website
32,Voluntary Resignation,Travel_Rarely,374,Research & Development,25,4,Technical Degree,1,4805,128260,2,Male,50,3,1,Research Scientist,4,Married,2326,11411,4,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Company Website
37,Current employee,Travel_Frequently,889,Research & Development,9,3,Medical,1,4806,128261,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Company Website
37,Current employee,Travel_Frequently,889,Research & Development,9,3,Medical,1,4807,128262,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,3,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Company Website
42,Current employee,Travel_Frequently,555,Sales,26,3,Marketing,1,4808,128263,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,Company Website
44,Current employee,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,4809,128264,2,Female,50,3,4,Sales Executive,2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,Company Website
44,Current employee,Travel_Rarely,661,Research & Development,9,2,Medical,1,4810,128265,2,Female,50,3,4,Sales Executive,2,Married,13525,14864,6,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,Company Website
42,Current employee,Travel_Frequently,555,Sales,26,3,Technical Degree,1,4811,128266,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,7,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,Company Website
42,Current employee,Travel_Frequently,555,Sales,26,3,Marketing,1,4812,128267,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,Company Website
42,Current employee,Travel_Frequently,555,Sales,26,3,Technical Degree,1,4813,128268,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,7,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,Company Website
44,Current employee,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,4814,128269,2,Female,50,3,4,Sales Executive,2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,Company Website
44,Current employee,Travel_Rarely,661,Research & Development,9,2,Medical,1,4815,128270,2,Female,50,3,4,Sales Executive,2,Married,13525,14864,6,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,Company Website
44,Current employee,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,4816,128271,2,Female,50,3,4,Sales Executive,2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,Company Website
44,Current employee,Travel_Rarely,661,Research & Development,9,2,Medical,1,4817,128272,2,Female,50,3,4,Sales Executive,2,Married,13525,14864,6,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,Company Website
42,Current employee,Travel_Frequently,555,Sales,26,3,Technical Degree,1,4818,128273,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,7,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,Company Website
42,Current employee,Travel_Frequently,555,Sales,26,3,Marketing,1,4819,128274,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,Company Website
42,Current employee,Travel_Frequently,555,Sales,26,3,Technical Degree,1,4820,128275,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,7,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,Company Website
44,Current employee,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,4821,128276,2,Female,50,3,4,Sales Executive,2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,Company Website
44,Current employee,Travel_Rarely,661,Research & Development,9,2,Medical,1,4822,128277,2,Female,50,3,4,Sales Executive,2,Married,13525,14864,6,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,Company Website
18,Voluntary Resignation,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,4823,128278,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,Adzuna
58,Voluntary Resignation,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,4824,128279,2,Male,50,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,Adzuna
58,Voluntary Resignation,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,4825,128280,2,Male,50,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,Adzuna
18,Voluntary Resignation,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,4826,128281,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,4,3,80,0,0,2,3,0,0,0,0,Adzuna
18,Voluntary Resignation,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,4827,128282,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,Adzuna
18,Voluntary Resignation,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,4828,128283,1,Male,54,3,1,Laboratory Technician,3,Single,1420,3064,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,Adzuna
58,Voluntary Resignation,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,4829,128284,2,Male,50,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,Adzuna
58,Voluntary Resignation,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,4830,128285,2,Male,50,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,Adzuna
58,Voluntary Resignation,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,4831,128286,2,Male,50,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,Adzuna
58,Voluntary Resignation,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,4832,128287,2,Male,50,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,Adzuna
18,Voluntary Resignation,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,4833,128288,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,4,3,80,0,0,2,3,0,0,0,0,Adzuna
18,Voluntary Resignation,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,4834,128289,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,Adzuna
18,Voluntary Resignation,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,4835,128290,1,Male,54,3,1,Laboratory Technician,3,Single,1420,3064,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,Adzuna
58,Voluntary Resignation,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,4836,128291,2,Male,50,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,Adzuna
58,Voluntary Resignation,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,4837,128292,2,Male,50,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,Adzuna
35,Current employee,Travel_Rarely,1232,Sales,16,3,Marketing,1,4838,128293,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,GlassDoor
43,Current employee,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,4839,128294,2,Male,50,3,3,Sales Executive,2,Married,8020,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,GlassDoor
43,Current employee,Travel_Rarely,177,Research & Development,8,3,Medical,1,4840,128295,2,Male,50,3,3,Sales Executive,2,Married,8020,5100,6,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,GlassDoor
35,Current employee,Travel_Rarely,1232,Sales,16,3,Medical,1,4841,128296,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,7,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,GlassDoor
35,Current employee,Travel_Rarely,1232,Sales,16,3,Marketing,1,4842,128297,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,GlassDoor
35,Current employee,Travel_Rarely,1232,Sales,16,3,Medical,1,4843,128298,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,7,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,GlassDoor
43,Current employee,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,4844,128299,2,Male,50,3,3,Sales Executive,2,Married,8020,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,GlassDoor
43,Current employee,Travel_Rarely,177,Research & Development,8,3,Medical,1,4845,128300,2,Male,50,3,3,Sales Executive,2,Married,8020,5100,6,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,GlassDoor
43,Current employee,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,4846,128301,2,Male,50,3,3,Sales Executive,2,Married,8020,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,GlassDoor
43,Current employee,Travel_Rarely,177,Research & Development,8,3,Medical,1,4847,128302,2,Male,50,3,3,Sales Executive,2,Married,8020,5100,6,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,GlassDoor
35,Current employee,Travel_Rarely,1232,Sales,16,3,Medical,1,4848,128303,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,7,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,GlassDoor
35,Current employee,Travel_Rarely,1232,Sales,16,3,Marketing,1,4849,128304,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,GlassDoor
35,Current employee,Travel_Rarely,1232,Sales,16,3,Medical,1,4850,128305,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,7,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,GlassDoor
43,Current employee,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,4851,128306,2,Male,50,3,3,Sales Executive,2,Married,8020,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,GlassDoor
43,Current employee,Travel_Rarely,177,Research & Development,8,3,Medical,1,4852,128307,2,Male,50,3,3,Sales Executive,2,Married,8020,5100,6,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,GlassDoor
36,Current employee,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,4853,128308,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,4,4,80,2,4,2,3,1,0,0,0,Company Website
36,Current employee,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,4854,128309,2,Male,50,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Company Website
36,Current employee,Travel_Rarely,1425,Research & Development,14,1,Medical,1,4855,128310,2,Male,50,4,1,Laboratory Technician,4,Married,3688,7122,1,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Company Website
36,Current employee,Travel_Frequently,566,Research & Development,18,4,Medical,1,4856,128311,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,1,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Company Website
36,Current employee,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,4857,128312,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Company Website
36,Current employee,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,4858,128313,2,Male,50,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Company Website
36,Current employee,Travel_Rarely,1425,Research & Development,14,1,Medical,1,4859,128314,2,Male,50,4,1,Laboratory Technician,4,Married,3688,7122,1,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Company Website
36,Current employee,Travel_Frequently,566,Research & Development,18,4,Medical,1,4860,128315,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,1,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Company Website
36,Current employee,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,4861,128316,2,Male,50,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Company Website
36,Current employee,Travel_Rarely,1425,Research & Development,14,1,Medical,1,4862,128317,2,Male,50,4,1,Laboratory Technician,4,Married,3688,7122,1,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Company Website
36,Current employee,Travel_Frequently,566,Research & Development,18,4,Medical,1,4863,128318,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,1,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Company Website
36,Current employee,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,4864,128319,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Company Website
36,Current employee,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,4865,128320,2,Male,50,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Company Website
36,Current employee,Travel_Rarely,1425,Research & Development,14,1,Medical,1,4866,128321,2,Male,50,4,1,Laboratory Technician,4,Married,3688,7122,1,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Company Website
36,Current employee,Travel_Frequently,566,Research & Development,18,4,Medical,1,4867,128322,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,1,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Company Website
51,Current employee,Travel_Rarely,1302,Research & Development,2,3,Medical,1,4868,128323,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Indeed
47,Current employee,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,4869,128324,2,Male,50,1,2,Manufacturing Director,2,Divorced,5482,16321,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Indeed
51,Current employee,Travel_Rarely,1302,Research & Development,2,3,Life Sciences,1,4870,128325,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,1,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Indeed
47,Current employee,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,4871,128326,2,Male,50,1,2,Manufacturing Director,2,Divorced,5482,16321,1,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Indeed
47,Current employee,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,4872,128327,2,Male,50,1,2,Manufacturing Director,2,Divorced,5482,16321,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Indeed
47,Current employee,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,4873,128328,2,Male,50,1,2,Manufacturing Director,2,Divorced,5482,16321,1,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Indeed
51,Current employee,Travel_Rarely,1302,Research & Development,2,3,Medical,1,4874,128329,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Indeed
51,Current employee,Travel_Rarely,1302,Research & Development,2,3,Life Sciences,1,4875,128330,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,1,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Indeed
47,Current employee,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,4876,128331,2,Male,50,1,2,Manufacturing Director,2,Divorced,5482,16321,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Indeed
51,Current employee,Travel_Rarely,1302,Research & Development,2,3,Life Sciences,1,4877,128332,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,1,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Indeed
47,Current employee,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,4878,128333,2,Male,50,1,2,Manufacturing Director,2,Divorced,5482,16321,1,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Indeed
47,Current employee,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,4879,128334,2,Male,50,1,2,Manufacturing Director,2,Divorced,5482,16321,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Indeed
47,Current employee,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,4880,128335,2,Male,50,1,2,Manufacturing Director,2,Divorced,5482,16321,1,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Indeed
51,Current employee,Travel_Rarely,1302,Research & Development,2,3,Medical,1,4881,128336,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Indeed
51,Current employee,Travel_Rarely,1302,Research & Development,2,3,Life Sciences,1,4882,128337,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,1,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Indeed
41,Current employee,Travel_Rarely,334,Sales,2,4,Life Sciences,1,4883,128338,4,Male,88,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Jora
22,Voluntary Resignation,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,4884,128339,2,Male,50,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Jora
41,Current employee,Travel_Rarely,334,Sales,2,4,Life Sciences,1,4885,128340,4,Male,88,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Jora
22,Voluntary Resignation,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,4886,128341,2,Male,50,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Jora
22,Voluntary Resignation,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,4887,128342,4,Male,50,3,4,Manager,2,Single,16015,9752,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Jora
22,Voluntary Resignation,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,4888,128343,4,Male,50,3,4,Manager,2,Single,16015,10778,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Jora
41,Current employee,Travel_Rarely,334,Sales,2,4,Life Sciences,1,4889,128344,4,Male,88,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Jora
41,Current employee,Travel_Rarely,334,Sales,2,4,Life Sciences,1,4890,128345,4,Male,88,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Jora
22,Voluntary Resignation,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,4891,128346,2,Male,50,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Jora
41,Current employee,Travel_Rarely,334,Sales,2,4,Life Sciences,1,4892,128347,4,Male,88,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Jora
22,Voluntary Resignation,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,4893,128348,2,Male,50,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Jora
22,Voluntary Resignation,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,4894,128349,4,Male,50,3,4,Manager,2,Single,16015,9752,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Jora
22,Voluntary Resignation,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,4895,128350,4,Male,50,3,4,Manager,2,Single,16015,10778,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Jora
41,Current employee,Travel_Rarely,334,Sales,2,4,Life Sciences,1,4896,128351,4,Male,88,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Jora
41,Current employee,Travel_Rarely,334,Sales,2,4,Life Sciences,1,4897,128352,4,Male,88,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Jora
