customer_id,age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,Mortgage,Pension,Savings
23921,32,1,32,1,0,0,0,63,38822,5,28,36,1,0,2,1,6,29,9.499,0,0,0
23926,40,6,40,0,0,0,0,43,38751,7,24,36,4,3,5,2,10,45,8.767,0,0,0
23927,27,0,27,1,0,0,0,53,38814,6,-5,0,2,0,1,0,8,37,0,1,1,1
23928,56,26,56,1,0,0,0,55,38774,1,26,36,2,0,0,0,14,29,0,1,1,1
23931,32,1,32,1,0,1,0,57,38795,6,29,36,2,2,3,1,17,24,7.266,0,0,0
23936,32,1,32,0,0,0,0,64,38810,2,40,48,0,7,5,1,5,29,8.082,0,0,0
23942,22,0,22,1,0,0,0,63,38837,2,18,24,1,1,0,0,8,28,0,1,1,1
23943,24,0,24,0,0,0,0,57,38787,6,22,24,2,1,3,1,14,27,8.546,0,0,0
23946,24,0,24,0,0,0,0,78,38759,7,26,36,1,3,0,0,5,16,0,1,1,1
23947,36,11,36,1,0,0,0,52,38837,6,37,48,3,4,0,0,16,31,0,1,1,1
23963,41,11,41,0,0,0,0,62,38939,3,-4,0,1,0,0,0,4,33,0,1,1,1
23979,45,15,45,1,0,0,0,68,38864,4,14,24,0,0,0,0,8,23,0,1,1,1
23984,34,5,34,1,0,0,0,59,38894,6,22,24,1,0,4,2,4,36,8.507,0,0,0
23988,53,24,53,0,0,0,0,69,38911,5,-6,0,0,0,0,0,14,15,0,1,1,1
23988,53,24,53,0,0,0,0,69,38911,5,-6,0,0,0,0,0,14,15,0,1,1,1
23991,40,7,40,1,0,0,0,41,38938,6,29,36,4,4,4,3,10,48,12.511,0,0,0
23995,29,4,29,1,0,0,0,55,38925,5,-4,0,2,2,0,0,9,34,0,1,1,1
23996,35,6,35,1,0,0,0,26,38891,4,5,12,7,0,4,2,18,55,11.356,0,0,0
24004,59,31,59,1,0,0,0,48,38880,6,-1,0,3,1,0,0,9,42,0,1,1,1
24010,36,7,36,1,0,0,0,46,38868,3,-5,0,4,0,0,0,10,43,0,1,1,1
24012,40,9,40,0,0,0,0,46,38868,3,-5,0,4,4,0,0,10,43,0,1,1,1
24030,40,14,40,0,0,0,0,57,38924,3,25,36,2,1,3,2,11,31,10.324,0,0,0
24038,41,12,41,1,0,0,0,53,38884,4,12,24,3,0,2,1,5,40,9.832,0,0,0
24041,31,2,31,0,0,0,0,64,38865,4,8,12,1,1,1,1,15,19,9.499,0,0,0
24043,21,0,21,0,0,0,0,49,38890,7,32,36,3,2,0,0,6,44,0,1,1,1
24051,30,1,30,1,0,0,0,56,38862,3,17,24,2,1,0,0,16,27,0,1,1,1
24058,34,6,34,1,0,0,0,65,38919,7,-4,0,0,0,0,0,11,22,0,1,1,1
24068,35,3,35,0,0,0,0,58,38884,5,41,48,2,3,5,11,9,32,18.217,0,0,0
24079,26,0,26,1,0,0,0,34,38944,2,12,24,6,1,4,1,16,49,8.382,0,0,0
24086,27,0,27,0,0,0,0,58,38858,4,15,24,2,1,0,0,10,30,0,1,1,1
24092,45,16,45,1,0,0,0,45,38868,6,-3,0,4,4,0,0,9,44,0,1,1,1
24092,45,16,45,1,0,0,0,45,38868,6,-3,0,4,4,0,0,9,44,0,1,1,1
24103,48,24,48,1,0,0,0,52,38923,5,10,12,3,1,0,0,6,40,0,1,1,1
24104,37,11,37,1,0,1,0,52,38898,5,12,24,3,1,3,1,10,36,9.724,0,0,0
24108,36,7,36,0,0,0,0,56,38930,5,21,24,2,1,2,1,10,33,10.726,0,0,0
24116,41,11,41,1,0,0,0,74,38861,2,39,48,0,1,3,2,9,16,8.729,0,0,0
24116,41,11,41,1,0,0,0,74,38861,2,39,48,0,1,3,2,9,16,8.729,0,0,0
24123,40,13,40,0,0,0,0,54,38860,5,25,36,2,4,3,1,11,33,8.426,0,0,0
24136,20,0,20,0,0,0,0,46,38911,7,35,48,3,0,0,0,18,34,0,1,1,1
24144,51,20,51,1,0,0,0,59,38919,3,9,12,1,0,3,3,12,28,9.948,0,0,0
24152,33,2,33,0,0,0,0,72,38882,7,25,36,0,0,4,1,9,18,10.599,0,0,0
24159,31,1,31,1,0,0,0,65,38876,3,31,36,0,2,0,0,13,21,0,1,1,1
24162,48,20,48,0,0,0,0,62,38882,1,32,36,1,5,0,0,11,26,0,1,1,1
24165,33,1,33,1,0,1,0,67,38892,2,9,12,0,0,0,0,7,25,0,1,1,1
24170,32,2,32,0,0,0,0,54,38895,2,40,48,2,0,4,2,9,36,8.67,0,0,0
24208,47,20,47,0,0,0,0,48,38898,3,33,36,3,0,0,0,11,39,0,1,1,1
24223,38,8,38,0,0,0,0,70,38855,6,-6,0,0,0,0,0,12,16,0,1,1,1
24230,39,11,39,0,0,0,0,66,38893,5,29,36,0,1,1,2,7,25,8.576,0,0,0
24230,39,11,39,0,0,0,0,66,38893,5,29,36,0,1,1,2,7,25,8.576,0,0,0
24240,44,17,44,0,0,0,0,50,38855,7,15,24,3,3,0,0,17,31,0,1,1,1
24240,44,17,44,0,0,0,0,50,38855,7,15,24,3,3,0,0,17,31,0,1,1,1
24250,19,0,19,1,0,0,0,47,38867,4,33,36,3,0,0,0,13,39,0,1,1,1
24257,14,0,14,0,0,0,0,56,38923,2,-3,0,2,0,0,0,11,32,0,1,1,1
24257,14,0,14,0,0,0,0,56,38923,2,-3,0,2,0,0,0,11,32,0,1,1,1
24259,38,8,38,0,0,0,0,56,38923,2,29,36,2,2,1,1,11,32,12.362,0,0,0
24262,37,10,37,0,0,0,0,49,38875,3,21,24,3,0,3,2,6,44,10.034,0,0,0
24263,28,0,28,1,0,0,0,56,38867,2,-6,0,2,0,0,0,17,25,0,1,1,1
24266,26,0,26,0,0,1,0,53,38927,4,40,48,2,2,3,2,11,35,10.038,0,0,0
24266,26,0,26,0,0,1,0,53,38927,4,40,48,2,2,3,2,11,35,10.038,0,0,0
24284,42,15,42,1,0,0,0,49,38930,6,31,36,3,1,2,1,11,38,9.099,0,0,0
24284,42,15,42,1,0,0,0,49,38930,6,31,36,3,1,2,1,11,38,9.099,0,0,0
24290,34,6,34,0,0,0,0,68,38903,7,-5,0,0,0,0,0,11,19,0,1,1,1
24298,41,9,41,1,0,0,0,48,38937,2,40,48,3,1,5,3,8,42,13.839,0,0,0
24303,37,6,37,0,0,0,0,44,38852,6,32,36,4,1,2,2,12,43,8.422,0,0,0
24306,31,3,31,1,0,0,0,54,38889,6,27,36,2,0,0,0,9,35,0,1,1,1
24308,48,17,48,0,0,0,0,50,38873,5,21,24,3,0,6,3,8,41,12.092,0,0,0
24309,36,5,36,0,0,0,0,51,38859,5,12,24,3,1,0,0,8,39,0,1,1,1
24320,36,4,36,0,0,0,0,38,38920,3,22,24,5,0,4,2,8,52,8.945,0,0,0
24320,36,4,36,0,0,0,0,38,38920,3,22,24,5,0,4,2,8,52,8.945,0,0,0
24327,33,2,33,1,0,0,0,70,38872,3,27,36,0,1,0,0,7,22,0,1,1,1
24343,33,7,33,0,0,0,0,53,38916,5,-4,0,2,0,0,0,11,35,0,1,1,1
24345,43,16,43,0,0,0,0,46,38859,6,16,24,4,0,0,0,10,43,0,1,1,1
24359,26,0,26,0,0,0,0,64,38853,2,33,36,1,1,0,0,7,27,0,1,1,1
24367,30,1,30,1,0,0,0,64,38876,7,32,36,1,0,0,0,7,28,0,1,1,1
24376,32,3,32,0,0,0,0,50,38898,7,24,36,3,1,0,0,8,41,0,1,1,1
24391,27,0,27,0,0,0,0,58,38938,4,22,24,1,0,5,19,6,35,26.517,0,0,0
24396,39,14,39,0,0,0,0,52,38897,2,29,36,3,3,4,1,16,31,7.527,0,0,0
24403,44,13,44,0,0,0,0,60,38934,2,22,24,1,0,3,1,7,31,7.582,0,0,0
24411,31,5,31,0,0,0,0,64,38887,3,29,36,1,0,5,29,7,27,36.066,0,0,0
24424,48,22,48,1,0,0,0,61,38872,3,22,24,1,1,3,1,10,27,8.466,0,0,0
24430,30,3,30,0,0,0,0,71,38924,5,12,24,0,1,0,0,11,17,0,1,1,1
24430,30,3,30,0,0,0,0,71,38924,5,12,24,0,1,0,0,11,17,0,1,1,1
24434,27,0,27,1,0,0,0,54,38919,7,28,36,2,0,0,0,11,33,0,1,1,1
24434,27,0,27,1,0,0,0,54,38919,7,28,36,2,0,0,0,11,33,0,1,1,1
24436,12,0,12,0,0,0,0,57,38892,6,-4,0,2,1,0,0,8,34,0,1,1,1
24441,40,5,40,0,0,0,0,66,38922,3,7,12,0,2,4,3,11,21,10.462,0,0,0
24452,39,7,39,0,0,0,0,43,38884,4,-6,0,4,1,0,0,17,38,0,1,1,1
24453,38,5,38,1,0,1,0,63,38898,5,27,36,1,5,5,2,5,31,10.569,0,0,0
24455,24,0,24,1,0,0,0,52,38931,7,37,48,3,0,3,2,3,43,11.426,0,0,0
24468,41,16,41,1,0,0,0,42,38884,7,22,24,4,2,3,3,9,47,9.672,0,0,0
24479,18,0,18,1,0,0,0,48,38994,5,-4,0,3,3,0,0,12,38,0,1,1,1
24479,18,0,18,1,0,0,0,48,38994,5,-4,0,3,3,0,0,12,38,0,1,1,1
24486,35,8,35,1,0,0,0,47,38970,7,8,12,4,7,0,0,18,34,0,1,0,0
24494,46,13,46,1,0,0,0,40,38978,2,12,24,5,1,0,0,12,47,0,1,1,1
24496,42,11,42,0,0,0,0,48,38992,2,13,24,3,0,3,1,14,36,8.599,0,0,0
24506,27,0,27,1,0,0,0,64,39038,7,21,24,1,2,0,0,12,23,0,1,1,1
24508,64,35,64,0,0,0,0,54,38999,3,10,12,2,2,0,0,5,40,0,1,1,1
24509,30,1,30,1,0,0,0,50,39035,3,18,24,3,1,2,1,14,34,11.096,0,0,0
24509,30,1,30,1,0,0,0,50,39035,3,18,24,3,1,2,1,14,34,11.096,0,0,0
24514,49,22,49,0,0,0,0,63,39024,6,9,12,1,3,0,0,12,24,0,1,1,1
24517,37,7,37,0,0,0,0,48,38963,5,12,24,4,0,1,1,13,37,7.757,0,0,0
24524,28,0,28,1,0,0,0,66,38968,6,35,48,0,0,3,2,7,25,12.568,0,0,0
24527,50,21,50,0,0,0,0,68,38975,2,15,24,0,1,0,0,11,20,0,1,1,1
24535,31,2,31,0,0,0,0,26,39032,3,26,36,7,1,1,1,19,54,12.482,0,0,0
24537,45,14,45,0,0,0,0,61,39002,5,19,24,1,5,0,0,12,26,0,1,1,1
24539,44,16,44,1,0,0,0,62,38991,3,-4,0,1,1,0,0,7,30,0,1,1,1
24542,36,12,36,0,0,0,0,51,39002,7,8,12,3,1,0,0,7,41,0,1,1,1
24547,31,7,31,1,0,0,0,49,39024,4,26,36,3,1,4,2,11,39,9.098,0,0,0
24552,35,7,35,0,0,0,0,56,39021,7,-2,0,2,0,0,0,9,33,0,1,1,1
24570,56,24,56,1,0,0,0,49,39021,5,17,24,3,0,0,0,10,39,0,1,1,1
24576,27,0,27,1,0,0,0,57,39016,3,-1,0,2,0,0,0,15,27,0,1,1,1
24578,47,14,47,1,0,0,0,72,39019,4,17,24,0,3,0,0,10,17,0,1,1,1
24594,39,6,39,1,0,1,0,65,38997,7,39,48,0,3,0,0,5,29,0,1,0,0
24595,41,12,41,0,0,0,0,55,39040,3,41,48,2,1,0,0,15,29,0,1,1,1
24607,55,26,55,0,0,1,0,49,39011,2,31,36,3,1,0,0,21,29,0,1,1,1
24621,34,4,34,0,0,0,0,49,39047,7,-2,0,3,0,0,0,6,44,0,1,1,1
24631,65,36,65,0,0,0,0,60,39036,4,-1,0,2,0,0,0,11,27,0,1,1,1
24639,30,4,30,1,0,0,0,49,38994,5,-6,0,3,2,0,0,11,38,0,1,1,1
24644,37,6,37,1,0,0,0,51,39039,7,36,48,3,0,0,0,13,35,0,1,1,1
24644,37,6,37,1,0,0,0,51,39039,7,36,48,3,0,0,0,13,35,0,1,1,1
24646,61,30,61,1,0,0,0,42,39029,4,40,48,4,0,3,27,14,42,33.719,0,0,0
24646,61,30,61,1,0,0,0,42,39029,4,40,48,4,0,3,27,14,42,33.719,0,0,0
24658,84,56,84,1,0,0,0,46,39118,3,21,24,4,0,0,0,11,42,0,1,1,1
24659,53,21,53,0,0,1,0,51,39107,6,40,48,3,0,2,1,5,42,8.293,0,0,0
24659,53,21,53,0,0,1,0,51,39107,6,40,48,3,0,2,1,5,42,8.293,0,0,0
24664,41,14,41,1,0,0,0,54,39100,5,14,24,3,1,0,0,5,39,0,1,1,1
24665,65,38,65,1,0,0,0,51,39144,6,12,24,3,3,1,1,16,32,8.222,0,0,0
24669,32,3,32,0,0,0,0,57,39146,7,26,36,2,0,5,2,13,29,9.732,0,0,0
24684,31,5,31,0,0,0,0,63,39224,4,12,24,1,0,2,25,10,26,31.896,0,0,0
24692,33,2,33,0,0,0,0,47,39212,7,28,36,3,0,2,2,12,40,9.217,0,0,0
24694,14,0,14,0,0,0,0,62,39234,3,11,24,1,0,0,0,13,24,0,1,1,1
24696,46,19,46,1,0,0,0,55,39228,4,6,12,2,2,0,0,15,29,0,1,1,1
24705,31,4,31,1,0,0,0,48,39217,6,41,48,3,0,4,2,6,44,11.376,0,0,0
24708,34,7,34,0,0,0,0,63,39160,5,22,24,1,2,2,2,13,22,9.386,0,0,0
24717,41,8,41,1,0,0,0,57,39237,6,25,36,2,2,0,0,6,35,0,1,1,1
24717,41,8,41,1,0,0,0,57,39237,6,25,36,2,2,0,0,6,35,0,1,1,1
24718,53,23,53,1,0,0,0,31,39184,3,35,48,6,0,0,0,21,46,0,1,1,1
24725,28,1,28,0,0,0,0,50,39215,7,41,48,3,0,3,2,13,36,8.472,0,0,0
24751,63,33,63,0,0,0,0,64,39334,6,40,48,1,0,0,0,12,22,0,1,1,1
24751,63,33,63,0,0,0,0,64,39334,6,40,48,1,0,0,0,12,22,0,1,1,1
24752,34,3,34,0,0,0,0,64,39334,7,21,24,1,0,0,0,12,22,0,1,1,1
24752,34,3,34,0,0,0,0,64,39334,7,21,24,1,0,0,0,12,22,0,1,1,1
24753,29,0,29,0,0,0,0,61,39293,4,6,12,1,3,3,2,7,30,12.615,0,0,0
24759,53,24,53,1,0,0,0,66,39310,1,39,48,0,0,2,2,18,14,10.383,0,0,0
24759,53,24,53,1,0,0,0,66,39310,1,39,48,0,0,2,2,18,14,10.383,0,0,0
24781,37,8,37,1,0,0,0,46,39262,7,41,48,3,2,0,0,14,39,0,1,1,1
24781,37,8,37,1,0,0,0,46,39262,7,41,48,3,2,0,0,14,39,0,1,1,1
24782,32,5,32,1,0,0,0,46,39262,7,6,12,3,0,0,0,14,39,0,1,1,1
24783,38,4,38,0,0,0,0,45,39274,6,16,24,4,5,2,1,9,45,11.899,0,0,0
24791,27,0,27,0,0,0,0,63,39292,3,22,24,1,0,3,1,16,20,7.211,0,0,0
24795,31,4,31,0,0,0,0,69,39280,2,28,36,0,0,2,1,7,22,7.832,0,0,0
24798,37,8,37,0,0,0,0,48,39299,5,33,36,3,2,0,0,9,41,0,1,1,1
24804,52,25,52,0,0,0,0,56,39323,3,-1,0,2,5,1,0,3,40,0,1,1,1
24822,41,15,41,0,0,0,0,70,39338,2,22,24,0,0,3,2,8,20,8.421,0,0,0
24840,23,0,23,0,0,0,0,63,39320,2,28,36,1,2,0,0,7,28,0,1,1,1
24851,27,0,27,0,0,0,0,63,39264,3,22,24,1,0,0,0,15,21,0,1,1,1
24853,33,10,33,0,0,0,0,63,39290,6,30,36,1,0,3,2,9,27,8.608,0,0,0
24857,23,0,23,0,0,0,0,68,39298,2,24,36,0,3,3,2,14,16,9.399,0,0,0
24859,48,18,48,1,0,0,0,56,39288,4,26,36,2,0,2,1,10,32,7.327,0,0,0
24863,31,0,31,1,0,0,0,67,39326,4,12,24,0,0,2,1,5,27,8.162,0,0,0
24875,38,7,38,1,0,0,0,46,39327,3,15,24,4,2,0,0,9,43,0,1,1,1
24875,38,7,38,1,0,0,0,46,39327,3,15,24,4,2,0,0,9,43,0,1,1,1
24882,50,16,50,0,0,0,0,62,39284,5,29,36,1,1,2,1,10,26,11.246,0,0,0
24882,50,16,50,0,0,0,0,62,39284,5,29,36,1,1,2,1,10,26,11.246,0,0,0
24891,44,14,44,1,0,0,0,62,39320,6,-2,0,1,0,0,0,12,25,0,1,1,1
24893,50,23,50,0,0,0,0,65,39263,6,-3,0,0,0,0,0,10,24,0,1,1,1
24896,40,13,40,0,0,0,0,65,39286,2,-2,0,0,2,0,0,7,26,0,1,1,1
24896,40,13,40,0,0,0,0,65,39286,2,-2,0,0,2,0,0,7,26,0,1,1,1
24908,50,24,50,1,0,0,0,67,39270,6,33,36,0,1,6,27,4,28,33.648,0,0,0
24912,31,0,31,1,0,0,0,67,39347,3,22,24,0,3,6,3,13,19,10.407,0,0,0
24914,38,10,38,0,0,0,0,48,39274,7,29,36,3,0,0,2,17,33,10.057,0,0,1
24914,38,10,38,0,0,0,0,48,39274,7,29,36,3,0,0,2,17,33,10.057,0,0,1
24922,17,0,17,0,0,0,0,50,39303,5,26,36,3,0,3,3,9,40,11.348,0,0,0
24924,20,0,20,0,0,0,0,68,39343,7,35,36,0,3,1,1,11,20,9.269,0,0,0
24955,50,24,50,0,0,0,0,64,39312,4,40,48,1,0,0,0,12,22,0,1,1,1
24955,50,24,50,0,0,0,0,64,39312,4,40,48,1,0,0,0,12,22,0,1,1,1
24964,49,15,49,0,0,0,0,58,39342,2,40,48,2,0,3,1,12,29,7.772,0,0,0
24973,30,0,30,1,0,0,0,48,39324,3,-5,0,3,0,1,0,14,37,0,1,1,1
24977,32,2,32,0,0,0,0,65,39326,4,11,24,0,0,3,3,13,20,11.82,0,0,0
24994,47,23,47,1,0,0,0,53,39343,6,41,48,2,4,1,1,14,31,7.42,0,0,0
24994,47,23,47,1,0,0,0,53,39343,6,41,48,2,4,1,1,14,31,7.42,0,0,0
24997,54,27,54,0,0,0,0,52,39270,3,30,36,3,1,0,0,14,33,0,1,1,1
25002,36,7,36,0,0,0,0,53,39347,6,12,24,3,0,0,0,14,32,0,1,1,1
25018,32,6,32,0,0,0,0,48,39267,7,24,36,3,0,0,0,11,39,0,1,1,1
25025,38,9,38,1,0,0,0,48,39293,4,19,24,3,3,1,1,10,41,11.792,0,0,0
25028,20,0,20,1,0,0,0,49,39310,7,16,24,3,0,5,4,10,39,11.117,0,0,0
25031,29,0,29,1,0,0,0,57,39288,5,39,48,2,1,3,1,9,32,7.656,0,0,0
25034,35,5,35,0,0,0,0,61,39342,2,14,24,1,0,2,1,8,29,10.812,0,0,0
25034,35,5,35,0,0,0,0,61,39342,2,14,24,1,0,2,1,8,29,10.812,0,0,0
25038,35,7,35,0,0,0,0,28,39286,4,17,24,7,2,0,0,14,57,0,1,1,1
25042,15,0,15,1,0,0,0,46,39270,7,-6,0,4,0,0,0,10,43,0,1,1,1
25042,15,0,15,1,0,0,0,46,39270,7,-6,0,4,0,0,0,10,43,0,1,1,1
25046,35,7,35,1,0,0,0,62,39287,7,9,12,1,2,3,1,5,32,11.216,0,0,0
25055,31,5,31,1,0,0,0,27,39279,4,12,24,7,1,0,0,15,56,0,1,1,1
25058,37,10,37,0,0,0,0,58,39338,6,24,36,2,3,0,0,10,31,0,1,1,1
25059,58,28,58,1,0,0,0,55,39350,3,20,24,2,0,0,0,12,32,0,1,1,1
25059,58,28,58,1,0,0,0,55,39350,3,20,24,2,0,0,0,12,32,0,1,1,1
25061,53,19,53,1,0,0,0,55,39252,5,39,48,2,0,3,2,14,29,9.715,0,0,0
25072,58,33,58,1,0,0,0,65,39256,5,13,24,1,1,0,0,8,26,0,1,1,1
25072,58,33,58,1,0,0,0,65,39256,5,13,24,1,1,0,0,8,26,0,1,1,1
25075,27,0,27,1,0,0,0,51,39263,6,24,36,2,0,5,8,11,36,14.541,0,0,0
25082,46,13,46,0,0,0,0,57,39345,7,39,48,2,0,4,2,11,30,11.227,0,0,0
25085,57,28,57,1,0,0,0,53,39340,2,19,24,2,2,0,0,12,33,0,1,1,1
25088,32,9,32,1,0,0,0,68,39449,7,12,24,0,4,2,1,11,20,11.572,0,0,0
25099,53,20,53,0,0,0,0,51,39437,2,-4,0,3,1,0,0,6,42,0,1,1,1
25108,23,0,23,1,0,0,0,62,39353,3,-3,0,1,4,1,0,10,27,0,1,1,1
25123,23,0,23,0,0,0,0,55,39426,5,15,24,2,3,0,0,13,30,0,1,1,1
25125,39,9,39,0,0,0,0,67,39410,4,6,12,0,3,3,1,10,22,10.216,0,0,0
25126,38,9,38,0,0,0,0,50,39426,7,25,36,3,7,0,0,21,28,0,1,0,0
25127,40,9,40,1,0,0,0,49,39434,7,-2,0,3,1,4,0,12,37,0,1,1,1
25130,27,0,27,1,0,0,0,37,39427,2,29,36,5,2,2,1,12,49,8.282,0,0,0
25143,42,14,42,0,0,0,0,73,39399,2,38,48,0,1,0,0,5,20,0,1,1,1
25146,46,20,46,0,0,0,0,51,39395,1,26,36,3,1,3,1,13,35,11.536,0,0,0
25153,49,21,49,0,0,0,0,58,39435,4,-4,0,2,3,1,0,7,33,0,1,1,1
25154,50,22,50,1,0,0,0,66,39384,6,26,36,0,1,0,0,13,19,0,1,1,1
25159,32,0,32,0,0,0,0,53,39384,6,26,36,3,2,2,1,9,36,8.559,0,0,0
25161,44,13,44,0,0,0,0,60,39387,5,-2,0,1,1,0,0,15,24,0,1,1,1
25161,44,13,44,0,0,0,0,60,39387,5,-2,0,1,1,0,0,15,24,0,1,1,1
25164,34,3,34,0,0,0,0,54,39358,7,21,24,2,0,0,0,10,35,0,1,1,1
25173,32,0,32,1,0,0,0,47,39414,3,34,36,3,5,2,1,9,43,8.646,0,0,0
25176,33,8,33,1,0,0,0,51,39362,6,11,24,3,7,0,0,10,37,0,1,0,0
25181,22,0,22,0,0,0,0,58,39410,7,8,12,2,1,2,1,9,31,10.606,0,0,0
25187,36,4,36,1,0,0,0,59,39404,5,37,48,2,1,0,0,9,31,0,1,1,1
25190,35,6,35,0,0,0,0,48,39448,7,30,36,3,2,0,0,13,37,0,1,1,1
25195,33,4,33,0,0,0,0,46,39377,5,33,36,3,2,4,2,14,38,8.585,0,0,0
25195,33,4,33,0,0,0,0,46,39377,5,33,36,3,2,4,2,14,38,8.585,0,0,0
25231,51,24,51,0,0,0,0,54,39365,2,7,12,2,0,0,0,8,36,0,1,1,1
25231,51,24,51,0,0,0,0,54,39365,2,7,12,2,0,0,0,8,36,0,1,1,1
25234,44,13,44,0,0,0,0,62,39428,7,36,48,1,1,1,1,8,28,7.969,0,0,0
25237,20,0,20,1,0,0,0,50,39409,4,24,36,3,0,0,0,13,35,0,1,1,1
25243,45,18,45,0,0,0,0,65,39447,2,39,48,0,0,0,0,10,24,0,1,1,1
25243,45,18,45,0,0,0,0,65,39447,2,39,48,0,0,0,0,10,24,0,1,1,1
25246,41,13,41,0,0,0,0,43,39427,3,19,24,4,2,3,1,13,42,8.242,0,0,0
25247,37,8,37,1,0,0,0,45,39390,6,41,48,4,0,5,2,16,38,11.995,0,0,0
25247,37,8,37,1,0,0,0,45,39390,6,41,48,4,0,5,2,16,38,11.995,0,0,0
25250,43,11,43,0,0,0,0,57,39368,4,21,24,2,1,4,1,12,29,10.146,0,0,0
25251,26,0,26,0,0,0,0,57,39368,4,17,24,2,2,5,2,12,29,11.941,0,0,0
25251,26,0,26,0,0,0,0,57,39368,4,17,24,2,2,5,2,12,29,11.941,0,0,0
25253,44,13,44,0,0,0,0,54,39419,7,20,24,2,1,0,0,13,32,0,1,1,1
25262,23,0,23,0,0,0,0,58,39439,3,10,12,2,2,0,0,8,32,0,1,1,1
25262,23,0,23,0,0,0,0,58,39439,3,10,12,2,2,0,0,8,32,0,1,1,1
25268,32,2,32,0,0,0,0,77,39492,3,25,36,1,2,3,3,7,14,10.728,0,0,0
25300,32,4,32,1,0,0,0,51,39568,6,21,24,3,0,4,2,11,36,12.825,0,0,0
25301,47,17,47,1,0,0,0,61,39622,5,41,48,1,0,4,1,7,30,12.232,0,0,0
25307,57,28,57,0,0,0,0,68,39633,2,27,36,0,0,0,0,15,16,0,1,1,1
25312,35,8,35,0,0,0,0,60,39616,6,40,48,1,1,3,1,13,25,12.752,0,0,0
25313,40,15,40,0,0,0,0,33,39611,2,0,12,6,0,0,0,12,54,0,1,1,1
25313,40,15,40,0,0,0,0,33,39611,2,0,12,6,0,0,0,12,54,0,1,1,1
25328,52,23,52,1,0,0,0,54,39674,4,34,36,2,0,0,0,7,37,0,1,1,1
25328,52,23,52,1,0,0,0,54,39674,4,34,36,2,0,0,0,7,37,0,1,1,1
25343,22,0,22,0,0,0,0,47,39732,6,33,36,3,1,0,0,10,42,0,1,1,1
25343,22,0,22,0,0,0,0,47,39732,6,33,36,3,1,0,0,10,42,0,1,1,1
25347,30,0,30,0,0,0,0,42,39823,3,-4,0,4,1,0,0,6,51,0,1,1,1
25352,35,4,35,1,0,0,0,48,39841,6,7,12,3,1,0,0,13,37,0,1,1,1
25363,27,0,27,0,0,0,0,49,39820,6,29,36,3,1,0,0,14,36,0,1,1,1
25363,27,0,27,0,0,0,0,49,39820,6,29,36,3,1,0,0,14,36,0,1,1,1
25366,24,0,24,1,0,0,0,64,39787,2,21,24,1,0,5,2,8,26,8.882,0,0,0
25368,43,15,43,1,0,0,0,59,39820,4,0,12,1,0,2,1,12,28,7.332,1,1,1
25379,41,13,41,0,0,0,0,54,39834,5,31,36,2,0,4,1,23,21,11.793,0,0,0
25381,38,6,38,0,0,0,0,54,39834,5,5,12,2,1,0,0,23,21,0,1,1,1
25382,56,26,56,1,0,0,0,54,39834,4,-1,0,2,7,0,0,23,21,0,1,1,1
25386,38,9,38,1,0,0,0,46,39822,3,40,48,4,3,2,1,13,39,7.779,0,0,0
25386,38,9,38,1,0,0,0,46,39822,3,40,48,4,3,2,1,13,39,7.779,0,0,0
25389,42,10,42,1,0,0,0,60,39782,6,22,24,1,0,2,1,4,35,10.816,0,0,0
25391,47,19,47,0,0,0,0,51,39780,4,41,48,3,3,2,2,11,36,11.219,0,0,0
25402,63,34,63,1,0,0,0,43,39763,1,41,48,4,0,6,15,11,45,22.174,0,0,0
25404,43,13,43,0,0,0,0,43,39763,2,10,12,4,0,0,0,11,45,0,1,1,1
25422,36,8,36,0,0,0,0,38,39799,3,9,12,5,0,0,0,10,51,0,1,1,1
25424,48,21,48,1,0,0,0,57,39846,1,36,48,2,0,0,0,13,29,0,1,1,1
25424,48,21,48,1,0,0,0,57,39846,1,36,48,2,0,0,0,13,29,0,1,1,1
25430,39,10,39,1,0,0,0,41,39771,3,-3,0,4,2,1,0,12,46,0,1,1,1
25438,30,4,30,0,0,0,0,57,39782,7,10,12,2,0,2,2,6,35,9.649,0,0,0
25438,30,4,30,0,0,0,0,57,39782,7,10,12,2,0,2,2,6,35,9.649,0,0,0
25451,43,15,43,1,0,0,0,62,39751,6,23,36,1,1,2,25,10,26,31.867,0,0,0
25455,45,15,45,0,0,0,0,69,39847,7,22,24,0,0,4,3,8,21,9.791,0,0,0
25462,32,3,32,1,0,0,0,45,39844,5,15,24,4,0,0,0,14,39,0,1,1,1
25462,32,3,32,1,0,0,0,45,39844,5,15,24,4,0,0,0,14,39,0,1,1,1
25465,36,11,36,1,0,0,0,51,39771,4,38,48,3,1,0,0,9,38,0,1,1,1
25476,60,33,60,1,0,0,0,56,39848,2,-5,0,2,2,1,0,5,37,0,1,1,1
25490,41,13,41,1,0,0,0,63,39840,3,12,24,1,0,0,0,8,28,0,1,1,1
25498,63,36,63,1,0,0,0,58,39845,6,-2,0,2,0,0,0,4,36,0,1,1,1
25502,35,6,35,1,0,1,0,60,39847,5,19,24,1,4,0,0,13,25,0,1,1,1
