ID,Reason,Date,Seasons,TransportExp,Distance,ServiceTime,Age,Workload,HitTarget,DisciplineIssue,Education,Children,SocialDrinker,SocialSmoker,Pets,Weight,Height,BMI,AbsenceHours
3,27,16/2/18,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,3
12,12,21/2/18,2,233,51,1,31,264.249,97,0,2,1,1,0,8,68,178,21,3
22,27,21/2/18,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19,2
3,27,21/2/18,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
3,13,22/2/18,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,8
3,27,23/2/18,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
14,25,26/2/18,2,155,12,14,34,264.249,97,0,1,2,1,0,0,95,196,25,5
25,25,26/2/18,2,235,16,8,32,264.249,97,0,3,0,0,0,0,75,178,25,3
3,27,26/2/18,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
28,7,26/2/18,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,2
3,27,27/2/18,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
33,23,27/2/18,2,248,25,14,47,264.249,97,0,1,2,0,0,1,86,165,32,2
28,25,27/2/18,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,2
3,27,28/2/18,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
3,27,22/2/18,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
25,25,23/2/18,2,235,16,8,32,264.249,97,0,3,0,0,0,0,75,178,25,2
3,27,5/3/18,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2
33,23,5/3/18,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,2
9,25,6/3/18,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22,3
33,25,6/3/18,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,3
9,12,6/3/18,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22,112
3,27,7/3/18,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2
28,27,8/3/18,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24,2
3,27,8/3/18,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
28,25,8/3/18,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24,2
22,27,9/3/18,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,3
25,25,12/3/18,2,235,16,8,32,222.196,99,0,3,0,0,0,0,75,178,25,3
10,19,12/3/18,2,361,52,3,28,222.196,99,0,1,1,1,0,4,80,172,27,8
3,13,13/3/18,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,8
3,27,14/3/18,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2
3,27,15/3/18,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
22,27,16/3/18,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,2
3,10,19/3/18,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,4
33,13,19/3/18,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,2
3,27,19/3/18,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
28,7,19/3/18,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24,8
3,27,20/3/18,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2
11,23,21/3/18,2,289,36,13,33,222.196,99,0,1,2,1,0,1,90,172,30,8
9,25,21/3/18,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22,2
3,27,21/3/18,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2
33,23,22/3/18,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,3
3,27,22/3/18,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
22,23,23/3/18,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,2
3,27,23/3/18,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
3,27,27/3/18,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
16,23,28/3/18,3,118,15,24,46,222.196,99,0,1,2,1,1,0,75,175,25,8
14,13,28/3/18,3,155,12,14,34,222.196,99,0,1,2,1,0,0,95,196,25,24
3,27,28/3/18,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
3,27,29/3/18,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
22,13,26/3/18,3,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,2
11,19,26/3/18,3,289,36,13,33,222.196,99,0,1,2,1,0,1,90,172,30,104
13,22,28/3/18,3,369,17,12,31,222.196,99,0,1,3,1,0,0,70,169,25,8
28,13,2/4/18,3,225,26,9,28,246.288,91,0,1,1,0,0,2,69,169,24,8
34,10,2/4/18,3,118,10,10,37,246.288,91,0,1,0,0,0,0,83,172,28,8
10,19,3/4/18,3,361,52,3,28,246.288,91,0,1,1,1,0,4,80,172,27,8
33,19,4/4/18,3,248,25,14,47,246.288,91,0,1,2,0,0,1,86,165,32,8
6,13,5/4/18,3,189,29,13,33,246.288,91,0,1,2,0,0,2,69,167,25,8
22,27,6/4/18,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2
13,7,9/4/18,3,369,17,12,31,246.288,91,0,1,3,1,0,0,70,169,25,24
17,16,10/4/18,3,179,22,17,40,246.288,91,0,2,2,0,1,0,63,170,22,2
36,23,10/4/18,3,118,13,18,50,246.288,91,0,1,1,1,0,0,98,178,31,3
10,23,10/4/18,3,361,52,3,28,246.288,91,0,1,1,1,0,4,80,172,27,2
34,10,11/4/18,3,118,10,10,37,246.288,91,0,1,0,0,0,0,83,172,28,2
1,22,13/4/18,3,235,11,14,37,246.288,91,0,3,1,0,0,1,88,172,29,8
22,27,13/4/18,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2
28,19,16/4/18,3,225,26,9,28,246.288,91,0,1,1,0,0,2,69,169,24,8
25,16,17/4/18,3,235,16,8,32,246.288,91,0,3,0,0,0,0,75,178,25,3
22,27,20/4/18,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2
14,28,24/4/18,3,155,12,14,34,246.288,91,0,1,2,1,0,0,95,196,25,4
28,19,26/4/18,3,225,26,9,28,246.288,91,0,1,1,0,0,2,69,169,24,8
36,14,26/4/18,3,118,13,18,50,246.288,91,0,1,1,1,0,0,98,178,31,2
22,27,27/4/18,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2
1,22,7/5/18,3,235,11,14,37,237.656,99,0,3,1,0,0,1,88,172,29,8
29,19,9/5/18,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28,3
25,28,9/5/18,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25,2
34,8,9/5/18,3,118,10,10,37,237.656,99,0,1,0,0,0,0,83,172,28,3
5,26,9/5/18,3,235,20,13,43,237.656,99,0,1,1,1,0,0,106,167,38,8
22,13,10/5/18,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,1
15,28,10/5/18,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25,2
29,14,10/5/18,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28,8
26,19,11/5/18,3,300,26,13,43,237.656,99,0,1,2,1,1,1,77,175,25,64
29,22,11/5/18,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28,8
22,27,11/5/18,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,2
36,23,14/5/18,3,118,13,18,50,237.656,99,0,1,1,1,0,0,98,178,31,2
36,5,15/5/18,3,118,13,18,50,237.656,99,0,1,1,1,0,0,98,178,31,3
34,28,15/5/18,3,118,10,10,37,237.656,99,0,1,0,0,0,0,83,172,28,1
36,0,15/5/18,3,118,13,18,50,237.656,99,1,1,1,1,0,0,98,178,31,0
22,27,16/5/18,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,2
23,0,16/5/18,3,378,49,11,36,237.656,99,1,1,2,0,1,4,65,174,21,0
17,16,18/5/18,3,179,22,17,40,237.656,99,0,2,2,0,1,0,63,170,22,1
14,10,21/5/18,3,155,12,14,34,237.656,99,0,1,2,1,0,0,95,196,25,48
25,10,21/5/18,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25,8
15,22,23/5/18,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25,8
17,10,23/5/18,3,179,22,17,40,237.656,99,0,2,2,0,1,0,63,170,22,8
28,6,23/5/18,3,225,26,9,28,237.656,99,0,1,1,0,0,2,69,169,24,3
18,10,24/5/18,3,330,16,4,28,237.656,99,0,2,0,0,0,0,84,182,25,8
25,23,24/5/18,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25,2
15,28,31/5/18,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25,2
